I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
9835		2011	3	3	15	12	  1.4	50	 5.5	 5.5		 5.4					PHILIPPINES		PHILIPPINES:  MINDANAO	   9.457	  125.935	170								1				2								1				2
9797	Tsu	2011	3	9	2	45	 20.3	32	 7.5	 7.5	 7.3	 6.4					JAPAN		JAPAN:  HONSHU:  E COAST	  38.435	  142.842	30																								
9836		2011	3	10	4	58	 16.0	26	 5.5	 5.5	 5.3	 5.4	5.4				CHINA		CHINA:  YUNNAN PROVINCE:  PINGYUAN	  24.719	   97.969	30	      25	1			       250	3		3	1039	4	12528		      25	1			250	3		3	1039	4	12528	4
9799	Tsu	2011	3	11	5	46	 24.1	30	 9.1	 9.1	 8.3	 7.2					JAPAN		JAPAN:  HONSHU	  38.297	  142.372	30	    1476	4			      6152	4	  220000.000	4	127511	4	273796	4	   18453	4			6152	4	  220085.456	4	127511	4	273796	4
9805		2011	3	11	6	15	 40.2	43	 7.9	 7.9		 6.8					JAPAN		JAPAN:  NEAR E COAST HONSHU	  36.281	  141.111	30																								
9806		2011	3	11	6	25	 50.3	19	 7.6	 7.6		 7.1					JAPAN		JAPAN:  OFF EAST COAST HONSHU	  38.058	  144.590	30																								
9801		2011	3	24	13	55	 12.0	8	 6.8	 6.8	 7.1	 6.3	7.2				MYANMAR (BURMA)		MYANMAR:  TACHILEK	  20.687	   99.822	60	      75	2			       123	3	       3.600	2			10104	4	      75	2			123	3	       3.600	2			10104	4
9848		2011	4	4	11	31	 43.0	26	 5.4	 5.4	 5.1	 5.6					NEPAL		NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH	  29.698	   80.754	60								1												1				
9804	Tsu	2011	4	7	14	32	 43.2	42	 7.1	 7.1	 7.0	 6.9					JAPAN		JAPAN: NEAR E COAST HONSHU	  38.276	  141.588	30	       3	1			       132	3		1					       3	1			132	3		1				
9847		2011	4	10	9	2	 47.3	43	 5.1			 5.1					CHINA		CHINA:  SICHUAN PROVINCE:  LUHUO	  31.373	  100.757	30								1				1								1		1		
9841		2011	4	11	8	16	 12.7	11	 6.6	 6.6	 6.5	 6.4					JAPAN		JAPAN:  HONSHU	  37.001	  140.401	30	       7	1						1	3	1			       7	1						1	3	1		
9864		2011	4	24	23	7	 51.4	8	 6.1	 6.1	 5.8	 5.7					INDONESIA		INDONESIA:   SULAWESI:  KENDARI	  -4.586	  122.771	170					        14	1		2		2							14	1		2		2		
9821		2011	5	11	16	47	 25.7	1	 5.1	 5.1		 5.3					SPAIN		SPAIN:  LORCA	  37.699	   -1.672	130	      10	1				3		1		1		1	      10	1				3		1		1		
9833		2011	5	19	21	12	 51.0	7	 4.3			 4.3	4.6				TURKEY		TURKEY:  SIMAV	  39.120	   29.040	140	       2	1			       125	3		1				2	       2	1			125	3		1				2
9857		2011	6	8	1	53	 26.0	21	 5.3			 5.3					CHINA		CHINA:  XINJIANG PROVINCE:  DABANCHENG	  43.015	   88.247	40					         8	1		1			50	1					8	1		1			50	1
9858		2011	6	13	2	20	 49.3	6	 6.0	 6.0	 6.0	 6.0					NEW ZEALAND		NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY	 -43.564	  172.743	170	       1	1			        45	1	    3000.000	4	100	2			       1	1			45	1	    3000.000	4	100	2		
9859		2011	6	20	10	16	 55.2	39	 5.3			 5.3					CHINA		CHINA:  YUNNAN PROVINCE:  BAOSHAN	  25.075	   98.721	30					         4	1		2									4	1		2				
9824	Tsu	2011	6	24	3	9	 39.4	52	 7.3	 7.3		 6.9	6.7				USA		ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS	  52.050	 -171.836	150																								
9860		2011	6	26	7	48	 16.7	29	 5.3			 5.3					CHINA		CHINA:  QINGHAI PROVINCE	  32.447	   95.948	40								1	10	1		3								1	10	1		3
9822	Tsu	2011	7	6	19	3	 18.2	17	 7.6	 7.6	 7.8	 7.0					KERMADEC ISLANDS (NEW ZEALAND)		NEW ZEALAND: KERMADEC ISLANDS	 -29.539	 -176.340	170																								
9823	Tsu	2011	7	10	0	57	 10.8	23	 7.0	 7.0	 7.0	 6.6					JAPAN		JAPAN:  HONSHU:  E COAST	  38.034	  143.264	30																								
9829		2011	7	19	19	35	 43.4	20	 6.1	 6.1	 6.2	 6.1					UZBEKISTAN		UZBEKISTAN:  FARGONA, VIOLYATI	  40.081	   71.410	40	      14	1			        86	2		1		2			      14	1			86	2		1		2		
9862		2011	8	9	11	50	 22.2	40	 5.0			 5.0					CHINA		CHINA: YUNNAN PROVINCE: BAOSHAN	  24.932	   98.730	30								3			22823	4					3	1		3			22823	4
9872		2011	8	11	10	6	 29.3	10	 5.7	 5.7	 5.3	 5.3					CHINA		CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI	  39.955	   77.028	40					        21	1		2									21	1		2				
9838	Tsu	2011	8	20	16	55	  2.8	32	 7.1	 7.1	 7.1	 6.2					VANUATU		VANUATU ISLANDS	 -18.365	  168.143	170																								
9837	Tsu	2011	8	20	18	19	 23.5	28	 7.0	 7.0	 7.1	 6.4					VANUATU		VANUATU ISLANDS	 -18.311	  168.218	170																								
9873		2011	8	23	5	46	 18.2	4	 5.4	 5.4		 5.0				7	USA	CO	COLORADO:  SEGUNDO	  37.063	 -104.701	150								2												2				
9861		2011	8	23	17	51	  4.5	6	 5.8	 5.8	 5.6	 5.9				7	USA	VA	VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.	  37.936	  -77.933	150								2												2				
9839	Tsu	2011	9	2	10	55	 53.5	32	 6.8	 6.8	 6.9	 6.5					USA	AK	ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS	  52.171	 -171.708	150																								
9840		2011	9	5	17	55	 11.2	91	 6.7	 6.7		 6.6					INDONESIA		INDONESIA:  SUMATRA	   2.965	   97.893	60	      10	1						1				2	      10	1						1				2
9874		2011	9	7	17	58	 18.7	10	 4.3			 4.3					INDIA		INDIA:  DELHI	  28.724	   77.189	60					         1	1											1	1		1				
9842		2011	9	18	12	40	 51.8	50	 6.9	 6.9	 6.7	 6.6					INDIA		INDIA:  SIKKIM	  27.730	   88.155	60	     111	3			       177	3	      22.300	3	6000	4	6000	4	     111	3			177	3	      22.300	3		4	6000	4
9843		2011	9	19	18	33	 55.8	9	 5.6	 5.6	 5.3	 5.1					GUATEMALA		GUATEMALA:  CUILAPA SANTA ROSA	  14.186	  -90.238	100	       1	1						1					       1	1						1				
9875		2011	10	20	17	18	 34.1	10	 5.0			 5.0					INDIA		INDIA:  GUJARAT	  21.211	   70.533	60					        34	1		3			3000	4					34	1		3			3000	4
9846	Tsu	2011	10	21	17	57	 16.1	33	 7.4	 7.4	 7.5	 6.4					KERMADEC ISLANDS (NEW ZEALAND)		KERMADEC ISLANDS	 -28.993	 -176.238	170																								
9845		2011	10	23	10	41	 22.9	16	 7.1	 7.1	 7.3	 6.9					TURKEY		TURKEY:  ERCIS, VAN	  38.722	   43.513	140	     604	3			      2608	4	    1500.000	4	5739	4	4882	4	     604	3			2608	4	    1500.000	4	5739	4	4882	4
9886		2011	10	28	18	54	 34.0	24	 6.9	 6.9	 6.9	 6.5					PERU		PERU:  SAN VICENTE DE CANETE	 -14.438	  -75.966	160	       1	1			       103	3		2	134	3			       1	1			103	2		2	134	3		
9887		2011	10	29	0	43	 55.1	10	 3.5				3.5				INDIA		INDIA:  SIKKIM	  27.449	   88.684	60	       2	1											       2	1										
9888		2011	10	29	13	50	 49.0	3	 4.0			 4.0	4				ECUADOR		ECUADOR:  POMASQUI	   -.130	  -78.370	160								1				2								1				2
9849		2011	11	1	0	21	 28.0	28	 5.6	 5.6	 5.4	 6.0					CHINA		CHINA:  XINJIANG PROVINCE	  43.648	   82.437	40							      10.500	3	2453	4		3							      10.500	3	2453	2		3
9850		2011	11	6	3	53	 10.0	5	 5.7	 5.7	 5.6	 5.2				8	USA		OKLAHOMA:  SPARKS	  35.532	  -96.765	150					         2	1		2	14	1		3					2	1		2	14	1		3
9851		2011	11	7	9	43	 15.9	46	 5.0	 5.0		 5.0					PHILIPPINES		PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE	   7.904	  125.185	170					        31	1		1			23	1					31	1		1			23	1
9889		2011	11	8	2	46	 57.0	5	 5.0	 5.0		 4.7					USA		OKLAHOMA:  SPARKS, PRAGUE	  35.531	  -96.788	150								1				2								1				2
9852		2011	11	9	19	23	 33.2	5	 5.7	 5.7	 5.6	 5.6					TURKEY		TURKEY:  VAN	  38.429	   43.229	140	      40	1						1		1			      40	1						1		1		
9890		2011	11	21	3	15	 42.2	114	 5.8	 5.8		 5.9					INDIA		INDIA:  ASSAM	  24.955	   95.236	60								1												1				
9863		2011	11	24	21	13	 15.6	43	 5.1			 5.1					EL SALVADOR		EL SALVADOR-GUATEMALA	  13.297	  -87.898	100								1			80	2								1			80	2
9891		2011	12	1	12	48	 17.7	32	 5.3			 5.3	5.6				CHINA		CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI	  38.310	   76.888	40								2			300	3								2			300	3
9854		2011	12	3	6	19	 10.4	56	 5.3			 5.3	5.7				NEW ZEALAND		NEW ZEALAND:  COOK STRAIT	 -41.364	  174.315	170								1				2								1				2
9853		2011	12	11	1	47	 25.9	54	 6.4	 6.4		 6.2					MEXICO		MEXICO:  GUERRERO	  17.844	  -99.963	150	       2	1			         5	1		2			70	2	       2	1			5	1		2			70	2
9855		2011	12	23	0	58	 38.3	10	 5.8	 5.8	 5.6	 5.7					NEW ZEALAND		NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH	 -43.490	  172.800	170					        60	2		1				1					60	2		1				1
9856		2011	12	27	15	21	 56.8	15	 6.7	 6.7	 6.7	 6.1					RUSSIA		RUSSIA:  KYZYL	  51.842	   95.911	40								2				3								2				3
9866		2012	1	19	12	35	 51.3	8	 5.3	 5.3		 5.6					IRAN		IRAN:  KHORASAN-E-RAZAVI	  36.288	   58.835	140					       238	3		1				2					238	3		1				2
9867		2012	1	30	5	11	   .9	43	 6.4	 6.4	 5.9	 6.3					PERU		PERU:  ICA	 -14.168	  -75.635	160					       119	3		1				1					119	3		1				1
9871	Tsu	2012	2	2	13	34	 40.6	23	 7.0	 7.0	 6.9	 6.5					VANUATU		VANUATU ISLANDS	 -17.827	  167.133	170																								
9870		2012	2	6	3	49	 12.5	11	 6.7	 6.7	 6.6	 6.3					PHILIPPINES		PHILIPPINES:  NEGROS ORIENTAL PROVINCE	   9.999	  123.206	170	      51	2	62	2	       112	3	      15.000	3	15000	4			      51	2	62	2	112	3	      15.000	3	15000	4		
9904		2012	2	26	2	35	   .5	28	 5.9	 5.9	 5.7	 5.9					TAIWAN		TAIWAN:  PINGTUNG	  22.661	  120.891	30								1												1				
9903		2012	2	27	18	48	 55.3	10	 5.2			 5.2	5.2				IRAN		IRAN:  RAVAR	  31.428	   56.778	140					         6	1		1				2					6	1		1				2
9905		2012	3	5	23	6	 30.8	37	 5.6	 5.6	 2.1	 5.2					PHILIPPINES		PHILIPPINES:  MASBATE ISLAND	  12.354	  123.700	170					        10	1		1	1	1		2					10	1		1	1	1		2
9878	Tsu	2012	3	14	9	8	 35.1	12	 6.9	 6.9	 6.9	 6.7					JAPAN		JAPAN:  HOKKAIDO	  40.887	  144.944	30																								
9877		2012	3	16	7	58	  2.5	18	 5.8	 5.8	 5.3	 5.8					PHILIPPINES		PHILIPPINES:  SURIGAO	  10.037	  125.633	170					        55	2		1	4	1		1					55	2		1	4	1		1
9876	Tsu	2012	3	20	18	2	 47.4	20	 7.4	 7.4	 7.6	 6.6				8	MEXICO		MEXICO:  GUERRERO, OAXACA	  16.493	  -98.231	150	       2	1			        13	1		3	800	3			       2	1			13	1		3	800	3		
9920		2012	3	25	22	37	  6.0	41	 7.2	 7.2	 7.0	 6.5					CHILE		CHILE:  PARRAL, SANTIAGO	 -35.200	  -72.217	160	       1	1			        14	1		1				2	       1	1			14	1		1				2
9879	Tsu	2012	4	11	8	38	 36.7	20	 8.6	 8.6	 8.5	 7.4					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	   2.327	   93.063	60	      10	1			        12	1		1				2	      10	1			12	1		1				2
9880	Tsu	2012	4	11	10	43	 10.8	25	 8.2	 8.2		 7.2					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	    .802	   92.463	60																								
9885	Tsu	2012	4	14	22	5	 26.4	11	 6.3	 6.3	 6.2	 6.0					VANUATU		VANUATU ISLANDS	 -18.972	  168.741	170																								
9884		2012	4	17	3	50	 15.6	29	 6.7	 6.7	 6.2	 6.2					CHILE		CHILE:  VALPARAISO	 -32.625	  -71.365	160	       2	1						1				2	       2	1						1				2
9893		2012	5	3	10	9	 35.6	10	 5.4	 5.4		 5.6					IRAN		IRAN:  MOURMOURI, ABDANAN, DEHLORAN	  32.747	   47.726	140					         8	1		2				3					8	1		2				3
9894		2012	5	7	4	40	 27.7	11	 5.7	 5.7	 5.7	 5.7					AZERBAIJAN		AZERBAIJAN:  ZAGATALA	  41.549	   46.789	40					        50	1		3	3100	4		1					50	1		3	3100	4		1
9930		2012	5	11	12	41	 35.3	43	 5.4	 5.4		 5.2					INDIA		INDIA:  ASSAM:  KAMRUP, GUWAHATI	  26.175	   92.889	60					         2	1		1				2					2	1		1				2
9931		2012	5	12	23	48	 43.5	10	 5.7	 5.7	 5.7	 6.0					TAJIKISTAN		TAJIKISTAN	  38.612	   70.354	40	       1	1						2		3			       1	1						2		3		
9932		2012	5	14	10	0	 40.2	10	 6.3	 6.3		 6.4					CHILE		CHILE:  ARICA; PERU:  TACNA	 -17.678	  -69.591	160								1												1				
9933		2012	5	19	13	41	 21.2	10	 4.1			 4.1					BRAZIL		BRAZIL:  MONTES CLAROS	 -16.764	  -43.999	160								1			6	1								1			6	1
9902		2012	5	20	2	3	 52.0	6	 6.1	 6.1	 6.0	 5.8					ITALY		ITALY:  EMILIA ROMAGNA:  MIRANDOLA	  44.890	   11.230	130	       7	1				1		4				3	       7	1			50	1		4				3
9948		2012	5	20	13	18	  2.0	5	 5.1	 5.1		 5.1					ITALY		ITALY:  SANT'AGOSTINO	  44.831	   11.490	130								1												1				
9906		2012	5	22	0	0	 32.7	10	 5.6	 5.6	 5.3	 5.7				7	BULGARIA		BULGARIA: PERNIK	  42.645	   22.968	110								2			90	2								2			90	2
9901		2012	5	29	7	0	  3.0	10	 5.9	 5.9	 5.8	 5.9					ITALY		ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO	  44.851	   11.086	130	      17	1			       350	3	   15800.000	4					      17	1			350	3	   15800.000	4				
9909		2012	6	4	11	18	 13.4	50	 5.8	 5.8	 5.2	 5.9					INDONESIA		INDONESIA:  JAVA	  -7.692	  106.371	60					         2	1		1			23	1					2	1		1			23	1
9921		2012	6	10	12	44	 16.5	35	 6.1	 6.1	 5.9	 5.8					TURKEY		TURKEY:  FETHIYE; GREECE:  RHODES	  36.420	   28.880	140					         6	1		1				2					6	1		1				2
9922		2012	6	11	5	29	 11.5	16	 5.8	 5.8	 5.6	 5.6					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH	  36.023	   69.351	40	      75	2			        13	1		2	143	3	593	3	      75	2			13	1		2	143	3	593	3
9949		2012	6	14	5	52	 53.6	5	 5.3			 5.3	5.5				TURKEY		TURKEY:  SIRNAK	  37.294	   42.325	140					        23	1		1			25	1					23	1		1			25	1
9919		2012	6	24	7	59	 34.8	10	 5.5	 5.5	 5.3	 5.5					CHINA		CHINA:  YUNNAN AND SICHUAN PROVINCES	  27.767	  100.781	30	       4	1			       394	3		4	6768	4			       4	1			394	3		4	6768	4		
9924		2012	6	29	21	7	 33.8	18	 6.3	 6.3	 6.4	 6.2					CHINA		CHINA:  XINJIANG PROVINCE	  43.433	   84.700	40					        52	2	      68.000	4			30000	4					52	2	      68.000	4			30000	4
9950		2012	7	20	12	11	 52.0	10	 4.9			 4.9					CHINA		CHINA:  JIANGSU PROVINCE	  32.978	  119.593	30	       1	1			         2	1		1					       1	1			2	1		1				
9951		2012	7	25	0	27	 45.2	22	 6.5	 6.5	 6.5	 5.9					INDONESIA		INDONESIA: BANDA ACEH	   2.707	   96.045	60	       1	1						1			20	1	       1	1						1			20	1
9926		2012	7	25	11	20	 27.0	20	 6.4	 6.4	 6.5	 6.4					SOLOMON ISLANDS		SOLOMON ISLANDS: GUADALCANAL	  -9.694	  159.727	170								1	26	1										1	26	1		
9928		2012	8	11	12	23	 18.1	11	 6.5	 6.5	 6.7	 6.2					IRAN		IRAN:  AHAR, HARIS, VARZAGAN	  38.329	   46.826	140	     306	3			      3000	4		4		4		4	     306	3			3000	4		4		4		4
9929		2012	8	14	2	59	 38.4	583	 7.7	 7.7		 6.9					RUSSIA		RUSSIA:  SAKHALIN ISLAND	  49.800	  145.064	50																								
9938		2012	8	18	9	41	 52.4	10	 6.3	 6.3	 6.1	 5.8					INDONESIA		INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG	  -1.315	  120.096	170	       6	1			        43	1		4	471	3	1097	4	       6	1			43	1		4	471	3	1097	4
9934	Tsu	2012	8	27	4	37	 19.4	28	 7.3	 7.3							NICARAGUA		NICARAGUA:  OFF THE COAST	  12.139	  -88.590	100																								
9935	Tsu	2012	8	31	12	47	 33.3	28	 7.6	 7.6	 7.6	 7.2					PHILIPPINES		PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN	  10.811	  126.638	170	       1	1			         1	1	        .300	1		1			       1	1			1	1	        .300	1		1		
9936	Tsu	2012	9	5	14	42	  7.8	35	 7.6	 7.6	 7.7	 6.8					COSTA RICA		COSTA RICA:  NICOYA	  10.085	  -85.315	100	       2	1			        20	1		1		2			       2	1			20	1		1		2		
9937		2012	9	7	3	19	 42.5	10	 5.6	 5.6	 5.4	 5.6					CHINA		CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG	  27.575	  103.983	30	      81	2			       821	3	    1000.000	4	37000	4	133000	4	      81	2			821	3	    1000.000	4	37000	4	133000	4
9968		2012	10	18	2	33	 27.9	10	 5.0			 5.0					INDIA		INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA	  23.739	   81.314	60								1		2	1	1								1		2	1	1
9941	Tsu	2012	10	28	3	4	  8.9	14	 7.7	 7.7	 7.5	 6.5					CANADA		CANADA:  QUEEN CHARLOTTE ISLANDS	  52.788	 -132.101	150								1				1	       1	1						1				1
9942	Tsu	2012	11	7	16	35	 46.9	24	 7.3	 7.3	 7.4	 6.6					GUATEMALA		GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU	  13.988	  -91.895	100	      48	2			       155	3		3	2769	4	7561	4	      48	2			155	3		3	2769	4	7561	4
9943		2012	11	11	1	12	 38.8	14	 6.8	 6.8	 6.7	 6.3					MYANMAR (BURMA)		MYANMAR (BURMA):  SHWEBO	  23.005	   95.885	60	      26	1			       230	3		2	251	3			      26	1			230	3		2	251	3		
9944		2012	11	26	5	33	 48.8	10	 5.1	 5.1		 5.6					CHINA		CHINA:  XINJIANG PROVINCE:  RUOQIANG	  40.411	   90.355	40								1				2								1				2
9945		2012	12	5	17	8	 13.5	14	 5.7	 5.7	 5.6	 5.6					IRAN		IRAN:  KHORASAN PROVINCE	  33.506	   59.571	140	       8	1			        12	1		1				1	       8	1			12	1		1				1
9946	Tsu	2012	12	7	8	18	 23.1	31	 7.2	 7.2	 7.3	 7.2					JAPAN		JAPAN:  HONSHU:  MIYAGI PREFECTURE	  37.890	  143.949	30					        11	1											11	1						
9953	Tsu	2013	1	5	8	58	 19.3	10	 7.5	 7.5	 7.7	 6.4					USA	AK	ALASKA:  SOUTHEASTERN	  55.393	 -134.652	150																				1				
9957		2013	1	21	22	22	 52.7	12	 6.1	 6.1	 6.0	 5.8					INDONESIA		INDONESIA:  SUMATERA:  N	   4.927	   95.907	60	       1	1			        15	1		1			71	2	       1	1			15	1		1			71	2
9958	Tsu	2013	2	6	1	12	 25.8	24	 7.9	 7.9	 7.4	 6.4				8	SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -10.799	  165.114	170													      10	1			15	1		2	588	3	478	3
9963	Tsu	2013	2	8	15	26	 38.4	21	 7.0	 7.0	 6.9	 6.4					SOLOMON ISLANDS		SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	 -10.928	  166.018	170																								
9964		2013	2	9	14	16	  7.8	145	 7.0	 7.0		 6.7					COLOMBIA		COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA	   1.135	  -77.393	160					        15	1		2	100	2	1900	4					15	1		2	100	2	1900	4
9999		2013	2	15	3	20	 26.0		 4.2			 4.2					RUSSIA		RUSSIA:  CHELYABINSK (METEOR EXPLOSION)	  55.150	   61.410	40					      1000	3		3			4000	4					1000	3		3			4000	4
9965		2013	2	19	2	47	  1.2	10	 4.9	 4.9			4.9				CHINA		CHINA:  YUNNAN PROVINCE:  QIAOJIA	  27.226	  103.071	30					         8	1		2	72	2	949	3					8	1		2	72	2	949	3
9966		2013	2	22	21	1	 47.2	8	 5.3			 5.3					PERU		PERU:  S	 -15.748	  -71.425	160								1			80	2								1			80	2
9967		2013	3	3	5	41	 16.9	8	 5.4	 5.4	 5.1	 5.5					CHINA		CHINA:  YUNNAN PROVINCE	  25.980	   99.812	30					        30	1		3	700	3	2500	4					30	1		3	700	3	2500	4
10000		2013	3	11	3	1	 37.4	10	 5.1		 5.1	 5.4					CHINA		CHINA:  XINJIAN PROVINCE:  S	  40.119	   77.466	40								2	864	3										2	864	3		
9975		2013	3	27	2	3	 19.8	19	 6.0	 6.0	 5.8	 5.8					TAIWAN		TAIWAN:  NANTOU COUNTY, TAIPEI	  23.828	  121.215	30	       1	1			        86	2	       1.128	2				3	       1	1			86	2	       1.128	2				3
9974		2013	4	9	11	52	 49.9	12	 6.3	 6.3	 6.3	 5.9					IRAN		IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA	  28.428	   51.593	140	      37	1			       850	3		2		3	700	3	      37	1			850	3		2		3	700	3
10182		2013	4	10	19	14	  2.0	4	 5.4	 5.4		 5.4					HONDURAS		HONDURAS: ATLANTIDA	  15.520	  -87.159	100								1	12	1	66	2								1	12	1	66	2
9980		2013	4	12	20	33	 17.5	14	 5.8	 5.8	 5.5	 5.7					JAPAN		JAPAN	  34.369	  134.828	30					        24	1		1				1					24	1		1				1
9976		2013	4	16	10	44	 20.1	80	 7.7	 7.7		 7.0					IRAN		IRAN; PAKISTAN:  MASHKAL	  28.033	   61.996	140	      40	1			       300	3		3			1000	3	      40	1			300	3		3			1000	3
10035		2013	4	17	8	57	 33.9	9	 5.8	 5.8	 5.5	 5.6					JAPAN		JAPAN: MIYAKEJIMA	  33.958	  139.352	30					         3	1		1				2					3	1		1				2
10036		2013	4	18	0	50	 38.5	0	 2.1			 2.1					USA		TEXAS:  WEST	  31.817	  -97.088	150	      14	1			       200	3	     100.000	4	50	1			      14	1			200	3	     100.000	4	50	1		
9977	Tsu	2013	4	19	3	5	 52.6	110	 7.2	 7.2		 7.1					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.221	  150.788	50																								
9978		2013	4	20	0	2	 47.5	14	 6.6	 6.6	 6.7	 6.5					CHINA		CHINA:  SICHUAN PROVINCE:  LONGMEN	  30.308	  102.888	30	     196	3	21	1	     11470	4		3		3		3	     196	3	21	1	11470	4		3		3		3
9983		2013	4	24	9	25	 30.0	64	 5.5	 5.5	 5.6	 5.6					AFGHANISTAN		AFGHANISTAN:  KAMA	  34.526	   70.220	40	      18	1			       141	3		2			676	3	      18	1			141	3		2			676	3
9991		2013	5	1	6	57	 13.4	15	 5.7	 5.7	 5.6	 5.6					INDIA		INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN	  33.061	   75.863	60	       3	1			        90	2	      19.500	3	1136	4	95532	4	       3	1			90	2	      19.500	3	1136	4	95532	4
9994		2013	5	11	2	8	  8.5	15	 6.1	 6.1	 6.5	 5.9					IRAN		IRAN:  HORMOZGAN: BASHAGARD	  26.560	   57.770	140	       1	1			        20	1		2			400	3	       1	1			20	1		2			400	3
10037		2013	5	19	9	7	 26.5	7	 4.9		 4.9	 5.0	5.5				ALGERIA		ALGERIA:  ALGIERS	  36.703	    5.261	15					         5	1		1				2					5	1		1				2
9998		2013	5	24	5	44	 48.9	598	 8.3	 8.3		 7.5					RUSSIA		RUSSIA:  SEVERO KURILSKIYE	  54.892	  153.221	50																								
10003		2013	6	1	14	10	  6.7	10	 5.7	 5.7	 5.6	 5.7					PHILIPPINES		PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN	   7.275	  124.898	170					        33	1		1			164	3					33	1		1			164	3
10002		2013	6	2	5	43	  3.4	17	 6.3	 6.3	 6.2	 6.1					TAIWAN		TAIWAN:  JENAI	  23.789	  121.141	30	       4	1			        21	1		1					       4	1			21	1		1				
10007		2013	6	18	23	2	  9.8	10	 5.3	 5.3		 5.6					RUSSIA		RUSSIA:  KEMEROVO	  54.263	   86.173	40								1			500	3								1			500	3
10006		2013	6	22	5	42	 39.8	47	 5.1	 5.1		 5.1					INDONESIA		INDONESIA:  LOMBOK ISLAND	  -8.305	  116.058	60					        50	1		3	5370	3	1700	4					50	1		3	5370	4	1700	4
10005		2013	7	2	7	37	  2.6	13	 6.1	 6.1	 6.2	 5.9					INDONESIA		INDONESIA:  BANDA ACEH	   4.645	   96.665	60	      42	1			      2500	4		3	20401	4			      42	1	6	1	2500	4		3	20401	4		
10038		2013	7	8	2	13	 40.6	60	 5.7	 5.7		 5.5					INDONESIA		INDONESIA:  JAVA	  -8.803	  113.002	60					         1	1		1	124	3							1	1		1	124	3		
10034		2013	7	17	3	0	 56.5	10	 4.8			 4.8					ALGERIA		ALGERIA:  HAMMAM MELOUANE	  36.534	    3.086	15					        11	1		1				3					11	1		1				3
10021	Tsu	2013	7	21	5	9	 31.4	17	 6.5	 6.5	 6.7	 6.1					NEW ZEALAND		NEW ZEALAND:  COOK STRAIT	 -41.704	  174.337	170					         5	1		1			35	1					5	1		1			35	1
10018		2013	7	21	23	45	 56.6	8	 6.0	 6.0	 6.2	 6.1					CHINA		CHINA:   GANSU:  DINGXI, MIN	  34.512	  104.262	30	      94	2	5	1	      1001	4	    1968.000	4		4	22496	4	      94	2	5	1	1001	4		4	1968	4	22496	4
10033		2013	8	7	9	6	 54.0	15	 5.1			 5.1					GREECE		GREECE:  CENTRAL:   PHTHIOTIS, REGGINI	  38.753	   22.666	130								2	100	2										2	100	2		
